D,R,L,S_media,Ciclos_por_bucle,Ciclos_por_acceso
1,6144,384,58210.0000000000,41246.600,6.71331
1,18432,1152,-91831.0000000000,128966.400,6.99688
1,163840,10240,158718.0000000000,1121148.600,6.84295
1,245760,15360,266404.0000000000,1667696.200,6.78587
1,655360,40960,435464.0000000000,4466322.600,6.81507
1,1310720,81920,428531.0000000000,9102520.400,6.94467
1,2621440,163840,607168.0000000000,18036500.000,6.88038
8,768,384,15344.0000000000,5176.000,6.73958
8,2304,1152,4411.0000000000,15631.200,6.78437
8,20480,10240,108606.0000000000,139355.000,6.80444
8,30720,15360,121560.0000000000,211395.200,6.88135
8,81920,40960,-197601.0000000000,574754.800,7.01605
8,163840,81920,269445.0000000000,1165639.400,7.11450
8,327680,163840,-193491.0000000000,2340427.200,7.14242
64,96,384,-3907.0000000000,667.000,6.94792
64,288,1152,-14265.0000000000,2066.600,7.17569
64,2560,10240,1363.0000000000,18171.200,7.09812
64,3840,15360,2163.0000000000,28142.800,7.32885
64,10240,40960,-8503.0000000000,93669.800,9.14744
64,20480,81920,132486.0000000000,172412.800,8.41859
64,40960,163840,-98680.0000000000,461809.800,11.27465
512,12,384,-2293.0000000000,99.000,8.25000
512,36,1152,6492.0000000000,277.400,7.70556
512,320,10240,-715.0000000000,2627.600,8.21125
512,480,15360,12642.0000000000,4466.800,9.30583
512,1280,40960,6268.0000000000,10664.800,8.33188
512,2560,81920,-70057.0000000000,23834.000,9.31016
512,5120,163840,67020.0000000000,51323.400,10.02410
4096,1,384,265.0000000000,34.600,34.60000
4096,4,1152,1001.0000000000,44.400,11.10000
4096,40,10240,4155.0000000000,291.000,7.27500
4096,60,15360,799.0000000000,527.200,8.78667
4096,160,40960,6381.0000000000,2237.000,13.98125
4096,320,81920,-14808.0000000000,3070.800,9.59625
4096,640,163840,-21227.0000000000,11608.600,18.13844
1,6144,384,-59893.0000000000,41221.600,6.70924
1,18432,1152,-35346.0000000000,125750.800,6.82242
1,163840,10240,239359.0000000000,1132961.000,6.91505
1,245760,15360,-263179.0000000000,1694198.200,6.89371
1,655360,40960,-274627.0000000000,4479670.200,6.83543
1,1310720,81920,72799.0000000000,9032462.600,6.89122
1,2621440,163840,-5509.0000000000,18269237.800,6.96916
8,768,384,9232.0000000000,5192.800,6.76146
8,2304,1152,-17058.0000000000,15651.600,6.79323
8,20480,10240,17559.0000000000,140564.600,6.86351
8,30720,15360,-100323.0000000000,212828.600,6.92801
8,81920,40960,106103.0000000000,570654.000,6.96599
8,163840,81920,317870.0000000000,1146588.400,6.99822
8,327680,163840,248391.0000000000,2372882.000,7.24146
64,96,384,-4820.0000000000,650.400,6.77500
64,288,1152,-16973.0000000000,2065.800,7.17292
64,2560,10240,-4176.0000000000,18270.000,7.13672
64,3840,15360,-39530.0000000000,27330.200,7.11724
64,10240,40960,109899.0000000000,87881.200,8.58215
64,20480,81920,-20492.0000000000,192253.400,9.38737
64,40960,163840,134179.0000000000,433681.800,10.58793
512,12,384,1500.0000000000,102.000,8.50000
512,36,1152,-1261.0000000000,284.000,7.88889
512,320,10240,-16007.0000000000,2408.600,7.52688
512,480,15360,1872.0000000000,3458.600,7.20542
512,1280,40960,24034.0000000000,12575.200,9.82437
512,2560,81920,6361.0000000000,21203.400,8.28258
512,5120,163840,-91916.0000000000,51230.600,10.00598
4096,1,384,437.0000000000,32.400,32.40000
4096,4,1152,920.0000000000,43.600,10.90000
4096,40,10240,-76.0000000000,294.400,7.36000
4096,60,15360,-7761.0000000000,460.600,7.67667
4096,160,40960,15158.0000000000,1288.200,8.05125
4096,320,81920,-1212.0000000000,3057.800,9.55562
4096,640,163840,2601.0000000000,11419.600,17.84313
1,6144,384,-49935.0000000000,45457.800,7.39873
1,18432,1152,-64953.0000000000,128968.400,6.99698
1,163840,10240,-17341.0000000000,1127467.800,6.88152
1,245760,15360,129768.0000000000,1677478.600,6.82568
1,655360,40960,-296770.0000000000,4489691.800,6.85073
1,1310720,81920,-838824.0000000000,9091489.400,6.93626
1,2621440,163840,1179490.0000000000,18462493.600,7.04288
8,768,384,-5062.0000000000,5196.400,6.76615
8,2304,1152,-18962.0000000000,16449.600,7.13958
8,20480,10240,-42513.0000000000,141739.400,6.92087
8,30720,15360,-112031.0000000000,211662.400,6.89005
8,81920,40960,-190180.0000000000,578067.600,7.05649
8,163840,81920,-204524.0000000000,1182497.800,7.21739
8,327680,163840,105122.0000000000,2413456.400,7.36528
64,96,384,2200.0000000000,666.400,6.94167
64,288,1152,-2725.0000000000,2065.800,7.17292
64,2560,10240,2325.0000000000,18722.200,7.31336
64,3840,15360,-595.0000000000,28451.600,7.40927
64,10240,40960,-78457.0000000000,106650.600,10.41510
64,20480,81920,-93407.0000000000,200693.600,9.79949
64,40960,163840,218065.0000000000,376485.400,9.19154
512,12,384,1444.0000000000,104.200,8.68333
512,36,1152,-6661.0000000000,275.200,7.64444
512,320,10240,-1519.0000000000,2303.200,7.19750
512,480,15360,5624.0000000000,3443.400,7.17375
512,1280,40960,-18444.0000000000,10061.000,7.86016
512,2560,81920,-20311.0000000000,19811.800,7.73898
512,5120,163840,7785.0000000000,48297.200,9.43305
4096,1,384,201.0000000000,31.400,31.40000
4096,4,1152,-195.0000000000,48.000,12.00000
4096,40,10240,-4443.0000000000,309.600,7.74000
4096,60,15360,1488.0000000000,453.400,7.55667
4096,160,40960,-1140.0000000000,1348.200,8.42625
4096,320,81920,-7161.0000000000,2754.400,8.60750
4096,640,163840,-27362.0000000000,7673.400,11.98969
1,6144,384,10545.0000000000,41242.200,6.71260
1,18432,1152,-126667.0000000000,124485.200,6.75375
1,163840,10240,258717.0000000000,1106211.400,6.75178
1,245760,15360,-187617.0000000000,1660200.400,6.75537
1,655360,40960,281392.0000000000,4464389.600,6.81212
1,1310720,81920,569252.0000000000,8881968.800,6.77640
1,2621440,163840,-1760015.0000000000,17767675.200,6.77783
8,768,384,-16653.0000000000,5195.000,6.76432
8,2304,1152,-13076.0000000000,15625.200,6.78177
8,20480,10240,61805.0000000000,143202.200,6.99229
8,30720,15360,152506.0000000000,210442.400,6.85034
8,81920,40960,107320.0000000000,566774.400,6.91863
8,163840,81920,415700.0000000000,1299901.000,7.93397
8,327680,163840,-187854.0000000000,2291685.600,6.99367
64,96,384,-8551.0000000000,655.000,6.82292
64,288,1152,5203.0000000000,2066.200,7.17431
64,2560,10240,-942.0000000000,18195.800,7.10773
64,3840,15360,44644.0000000000,27923.000,7.27161
64,10240,40960,-121635.0000000000,83233.400,8.12826
64,20480,81920,99993.0000000000,160588.000,7.84121
64,40960,163840,-15619.0000000000,357701.200,8.73294
512,12,384,-1137.0000000000,101.400,8.45000
512,36,1152,-1786.0000000000,283.600,7.87778
512,320,10240,1248.0000000000,2296.600,7.17687
512,480,15360,21316.0000000000,3482.800,7.25583
512,1280,40960,9317.0000000000,9830.600,7.68016
512,2560,81920,-44245.0000000000,20550.200,8.02742
512,5120,163840,88097.0000000000,44559.400,8.70301
4096,1,384,-589.0000000000,27.000,27.00000
4096,4,1152,-721.0000000000,53.400,13.35000
4096,40,10240,-2665.0000000000,305.800,7.64500
4096,60,15360,9230.0000000000,458.800,7.64667
4096,160,40960,-3089.0000000000,1249.000,7.80625
4096,320,81920,4961.0000000000,2624.600,8.20187
4096,640,163840,2175.0000000000,5403.800,8.44344
1,6144,384,-5420.0000000000,41218.800,6.70879
1,18432,1152,34011.0000000000,123596.400,6.70553
1,163840,10240,107882.0000000000,1106066.200,6.75089
1,245760,15360,-531765.0000000000,1661774.200,6.76178
1,655360,40960,180512.0000000000,4422517.000,6.74823
1,1310720,81920,250139.0000000000,8859723.400,6.75943
1,2621440,163840,505146.0000000000,18541937.200,7.07319
8,768,384,-23213.0000000000,5171.800,6.73411
8,2304,1152,22470.0000000000,15632.800,6.78507
8,20480,10240,47995.0000000000,138950.600,6.78470
8,30720,15360,32877.0000000000,218672.200,7.11824
8,81920,40960,154471.0000000000,572733.000,6.99137
8,163840,81920,41568.0000000000,1146318.200,6.99657
8,327680,163840,-57423.0000000000,2486666.200,7.58870
64,96,384,7832.0000000000,660.000,6.87500
64,288,1152,-11658.0000000000,2065.200,7.17083
64,2560,10240,-49107.0000000000,18288.200,7.14383
64,3840,15360,5585.0000000000,28925.200,7.53260
64,10240,40960,51.0000000000,85476.600,8.34732
64,20480,81920,-111747.0000000000,219580.400,10.72170
64,40960,163840,-131605.0000000000,403813.600,9.85873
512,12,384,2653.0000000000,94.800,7.90000
512,36,1152,-1110.0000000000,274.800,7.63333
512,320,10240,-16811.0000000000,2303.200,7.19750
512,480,15360,-2248.0000000000,3608.000,7.51667
512,1280,40960,12172.0000000000,17651.400,13.79016
512,2560,81920,-8188.0000000000,25421.800,9.93039
512,5120,163840,35724.0000000000,55835.600,10.90539
4096,1,384,228.0000000000,30.400,30.40000
4096,4,1152,1723.0000000000,45.800,11.45000
4096,40,10240,-998.0000000000,314.600,7.86500
4096,60,15360,2681.0000000000,445.600,7.42667
4096,160,40960,-6781.0000000000,1335.200,8.34500
4096,320,81920,9743.0000000000,5909.600,18.46750
4096,640,163840,4794.0000000000,12092.000,18.89375
1,6144,384,-5372.0000000000,42393.200,6.89993
1,18432,1152,41406.0000000000,128722.800,6.98366
1,163840,10240,-401933.0000000000,1121216.600,6.84336
1,245760,15360,-341991.0000000000,1661812.800,6.76193
1,655360,40960,407878.0000000000,4423362.200,6.74952
1,1310720,81920,-737883.0000000000,8856032.400,6.75662
1,2621440,163840,-1416845.0000000000,17734021.800,6.76499
8,768,384,-15799.0000000000,5175.400,6.73880
8,2304,1152,-8960.0000000000,15618.600,6.77891
8,20480,10240,-72010.0000000000,138985.400,6.78640
8,30720,15360,196857.0000000000,211215.200,6.87549
8,81920,40960,177988.0000000000,569412.600,6.95084
8,163840,81920,124475.0000000000,1131367.600,6.90532
8,327680,163840,476942.0000000000,2470089.000,7.53811
64,96,384,2312.0000000000,675.000,7.03125
64,288,1152,10893.0000000000,2076.800,7.21111
64,2560,10240,-3946.0000000000,18515.200,7.23250
64,3840,15360,-17032.0000000000,29034.800,7.56115
64,10240,40960,108181.0000000000,96785.400,9.45170
64,20480,81920,-8345.0000000000,176339.600,8.61033
64,40960,163840,53991.0000000000,384705.800,9.39223
512,12,384,-2070.0000000000,96.400,8.03333
512,36,1152,472.0000000000,274.400,7.62222
512,320,10240,-15930.0000000000,2297.600,7.18000
512,480,15360,16658.0000000000,3453.400,7.19458
512,1280,40960,25948.0000000000,9610.800,7.50844
512,2560,81920,-24364.0000000000,20913.400,8.16930
512,5120,163840,9570.0000000000,44834.800,8.75680
4096,1,384,-979.0000000000,29.800,29.80000
4096,4,1152,-421.0000000000,45.000,11.25000
4096,40,10240,-1427.0000000000,300.200,7.50500
4096,60,15360,5303.0000000000,465.200,7.75333
4096,160,40960,-2020.0000000000,1364.600,8.52875
4096,320,81920,-12314.0000000000,2998.800,9.37125
4096,640,163840,6908.0000000000,12612.600,19.70719
1,6144,384,-69355.0000000000,41264.200,6.71618
1,18432,1152,-38032.0000000000,123598.600,6.70565
1,163840,10240,534609.0000000000,1104474.600,6.74118
1,245760,15360,518679.0000000000,1659309.200,6.75175
1,655360,40960,221417.0000000000,4420220.400,6.74472
1,1310720,81920,1178263.0000000000,8843049.200,6.74671
1,2621440,163840,-859520.0000000000,17729977.200,6.76345
8,768,384,-25075.0000000000,5196.200,6.76589
8,2304,1152,57688.0000000000,15615.800,6.77769
8,20480,10240,103782.0000000000,139957.400,6.83386
8,30720,15360,97344.0000000000,214260.200,6.97462
8,81920,40960,165939.0000000000,572127.800,6.98398
8,163840,81920,-251002.0000000000,1140825.200,6.96304
8,327680,163840,-295906.0000000000,2271511.600,6.93210
64,96,384,1445.0000000000,655.000,6.82292
64,288,1152,-8078.0000000000,2071.800,7.19375
64,2560,10240,15736.0000000000,19188.400,7.49547
64,3840,15360,-57314.0000000000,27952.800,7.27937
64,10240,40960,-12421.0000000000,82713.000,8.07744
64,20480,81920,29409.0000000000,177876.200,8.68536
64,40960,163840,-12661.0000000000,356814.600,8.71129
512,12,384,3251.0000000000,102.400,8.53333
512,36,1152,4789.0000000000,275.800,7.66111
512,320,10240,10416.0000000000,2374.800,7.42125
512,480,15360,-6719.0000000000,3546.200,7.38792
512,1280,40960,-6008.0000000000,10503.200,8.20562
512,2560,81920,-25454.0000000000,19453.600,7.59906
512,5120,163840,-63940.0000000000,41805.200,8.16508
4096,1,384,-725.0000000000,31.600,31.60000
4096,4,1152,-1042.0000000000,46.000,11.50000
4096,40,10240,1800.0000000000,284.800,7.12000
4096,60,15360,-813.0000000000,605.800,10.09667
4096,160,40960,-4037.0000000000,1486.600,9.29125
4096,320,81920,-15463.0000000000,2700.200,8.43812
4096,640,163840,5139.0000000000,6267.000,9.79219
1,6144,384,28870.0000000000,42401.400,6.90127
1,18432,1152,4484.0000000000,124516.400,6.75545
1,163840,10240,299339.0000000000,1105786.600,6.74919
1,245760,15360,-241513.0000000000,1663942.000,6.77060
1,655360,40960,1110662.0000000000,4424921.400,6.75189
1,1310720,81920,-325449.0000000000,8840402.800,6.74469
1,2621440,163840,1940516.0000000000,17730786.800,6.76376
8,768,384,3362.0000000000,5188.400,6.75573
8,2304,1152,3250.0000000000,15618.800,6.77899
8,20480,10240,47186.0000000000,140579.200,6.86422
8,30720,15360,-109597.0000000000,211371.200,6.88057
8,81920,40960,205313.0000000000,576771.600,7.04067
8,163840,81920,-41020.0000000000,1141296.400,6.96592
8,327680,163840,239078.0000000000,2275780.000,6.94513
64,96,384,1659.0000000000,653.800,6.81042
64,288,1152,-23699.0000000000,2079.600,7.22083
64,2560,10240,37754.0000000000,18201.600,7.11000
64,3840,15360,-44948.0000000000,28344.000,7.38125
64,10240,40960,70554.0000000000,94509.800,9.22947
64,20480,81920,-176212.0000000000,163600.600,7.98831
64,40960,163840,8732.0000000000,349276.200,8.52725
512,12,384,1058.0000000000,95.400,7.95000
512,36,1152,1921.0000000000,277.000,7.69444
512,320,10240,7567.0000000000,2298.000,7.18125
512,480,15360,-1166.0000000000,3538.000,7.37083
512,1280,40960,-10003.0000000000,14810.400,11.57062
512,2560,81920,13965.0000000000,21382.800,8.35266
512,5120,163840,-4559.0000000000,40492.000,7.90859
4096,1,384,-57.0000000000,30.000,30.00000
4096,4,1152,390.0000000000,45.600,11.40000
4096,40,10240,-3114.0000000000,312.600,7.81500
4096,60,15360,2539.0000000000,452.400,7.54000
4096,160,40960,6883.0000000000,1376.000,8.60000
4096,320,81920,-81.0000000000,2484.600,7.76438
4096,640,163840,27215.0000000000,5018.200,7.84094
1,6144,384,17572.0000000000,41223.600,6.70957
1,18432,1152,53410.0000000000,125298.400,6.79787
1,163840,10240,547576.0000000000,1103837.800,6.73729
1,245760,15360,-418607.0000000000,1659600.200,6.75293
1,655360,40960,-356856.0000000000,4422059.200,6.74753
1,1310720,81920,-904872.0000000000,8836744.400,6.74190
1,2621440,163840,829078.0000000000,17710811.800,6.75614
8,768,384,16099.0000000000,5179.600,6.74427
8,2304,1152,31106.0000000000,15627.000,6.78255
8,20480,10240,-70897.0000000000,140067.600,6.83924
8,30720,15360,3959.0000000000,211512.200,6.88516
8,81920,40960,15535.0000000000,576211.000,7.03383
8,163840,81920,334783.0000000000,1132634.400,6.91305
8,327680,163840,-231829.0000000000,2267770.000,6.92068
64,96,384,-3102.0000000000,658.000,6.85417
64,288,1152,10403.0000000000,2081.800,7.22847
64,2560,10240,92.0000000000,18209.800,7.11320
64,3840,15360,37907.0000000000,27720.800,7.21896
64,10240,40960,-114545.0000000000,93994.000,9.17910
64,20480,81920,51851.0000000000,176700.200,8.62794
64,40960,163840,273049.0000000000,357933.800,8.73862
512,12,384,2099.0000000000,106.400,8.86667
512,36,1152,1651.0000000000,275.000,7.63889
512,320,10240,-12530.0000000000,2301.600,7.19250
512,480,15360,-9163.0000000000,3609.000,7.51875
512,1280,40960,3305.0000000000,11556.000,9.02812
512,2560,81920,5881.0000000000,21632.800,8.45031
512,5120,163840,20610.0000000000,45166.200,8.82152
4096,1,384,-24.0000000000,32.600,32.60000
4096,4,1152,-935.0000000000,45.200,11.30000
4096,40,10240,5300.0000000000,290.600,7.26500
4096,60,15360,-3887.0000000000,448.600,7.47667
4096,160,40960,-3287.0000000000,1453.600,9.08500
4096,320,81920,-2596.0000000000,3422.400,10.69500
4096,640,163840,-13359.0000000000,5088.200,7.95031
1,6144,384,-41155.0000000000,41679.800,6.78382
1,18432,1152,-23008.0000000000,123620.000,6.70681
1,163840,10240,76781.0000000000,1104860.200,6.74353
1,245760,15360,369143.0000000000,1655325.400,6.73554
1,655360,40960,516045.0000000000,4418037.200,6.74139
1,1310720,81920,1176023.0000000000,8837263.800,6.74230
1,2621440,163840,31585.0000000000,17712078.200,6.75662
8,768,384,13793.0000000000,5195.000,6.76432
8,2304,1152,3639.0000000000,15638.000,6.78733
8,20480,10240,20042.0000000000,140189.800,6.84521
8,30720,15360,8180.0000000000,217837.800,7.09107
8,81920,40960,-243790.0000000000,576647.800,7.03916
8,163840,81920,-330153.0000000000,1141839.800,6.96924
8,327680,163840,479351.0000000000,2275283.600,6.94361
64,96,384,-338.0000000000,665.600,6.93333
64,288,1152,-4690.0000000000,2068.000,7.18056
64,2560,10240,45885.0000000000,18772.200,7.33289
64,3840,15360,13192.0000000000,28119.800,7.32286
64,10240,40960,-54879.0000000000,88349.000,8.62783
64,20480,81920,49736.0000000000,178855.600,8.73318
64,40960,163840,68870.0000000000,336197.400,8.20794
512,12,384,-1816.0000000000,112.600,9.38333
512,36,1152,1911.0000000000,278.000,7.72222
512,320,10240,255.0000000000,2308.200,7.21312
512,480,15360,-2280.0000000000,3624.400,7.55083
512,1280,40960,-1064.0000000000,16547.200,12.92750
512,2560,81920,-6754.0000000000,19456.400,7.60016
512,5120,163840,22758.0000000000,41722.000,8.14883
4096,1,384,950.0000000000,32.600,32.60000
4096,4,1152,-394.0000000000,46.400,11.60000
4096,40,10240,2099.0000000000,300.400,7.51000
4096,60,15360,6090.0000000000,448.600,7.47667
4096,160,40960,2281.0000000000,1393.200,8.70750
4096,320,81920,-14277.0000000000,2405.800,7.51813
4096,640,163840,-11046.0000000000,5277.600,8.24625
